date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:22:42	340251/340251	---M-Z	200	added ('OK')	image/svg+xml	etag:%225311b-6820428c-639909f053353ec;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.36.0	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.svg	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:42	31756/31756	---M--	200	added ('OK')	image/webp	etag:%227c0c-66ba4734-9f93230cce24f5e4;;;%22	https://asean-university.com/wp-content/uploads/2024/08/top-background-asean-university-international.webp	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/uploads/2024/08/top-background-asean-university-international.webp	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:42	71229/71229	---M-Z	200	added ('OK')	text/html	etag:%2268-1776280961;gz%22	https://asean-university.com/pendaftaran-mahasiswa/?degree=3	C:/My%20Web%20Sites/uni/asean-university.com/pendaftaran-mahasiswa/index93e1.html	(from https://asean-university.com/)
12:22:42	151556/151556	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-6820428c-2fa7ccac608e743;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:42	151556/151556	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-6820428c-2fa7ccac608e743;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:43	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2213ecc-6820428c-ca65ed470c74dd9e;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:43	97804/97804	---M--	200	added ('OK')	application/font-woff	etag:%2217e0c-6820428c-11c0499936f0edc;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:43	151368/151368	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2224f48-6820428c-ded405aabf9e21b5;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:43	749223/749223	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6ea7-6820428c-614480eb9e9ace86;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:43	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-6820428c-8e4227a4d35c8af7;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:44	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-6820428c-8e4227a4d35c8af7;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:44	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-6820428c-e65ef6afa6882e6f;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:44	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-6820428c-8089e4d30dff7c59;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:44	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-6820428c-b630b665e42879bb;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:45	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-6820428c-623ac62f2fd8a2f1;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:45	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-6820428c-58208df620aef57;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:45	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-6820428c-58208df620aef57;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:45	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-6820428c-4f77b5ab5b89a06;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:46	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-6820428c-7772ed35eec114b5;;;%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:46	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-6820428c-640faa797a3ef8e6;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:46	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-6820428c-514a9c04a1059a2b;gz%22	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:46	22840/22840	---M--	200	added ('OK')	font/woff2	etag:%225938-682042fb-2576125420e01720;;;%22	https://asean-university.com/wp-content/uploads/elementor/google-fonts/fonts/nunitosans-pe0rmimslybiv1o4x1m8cce4odvismz5nzrqy6cmmmu3t2fqweaeovv9wnvrwlnstmkw3y6k5wmwd-raly50.woff2	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/uploads/elementor/google-fonts/fonts/nunitosans-pe0rmimslybiv1o4x1m8cce4odvismz5nzrqy6cmmmu3t2fqweaeovv9wnvrwlnstmkw3y6k5wmwd-raly50.woff2	(from https://asean-university.com/wp-content/litespeed/css/662ac5be71a788ae22ce91fa0b74c226.css?ver=882b8)
12:22:47	912545/912545	---M-Z	200	added ('OK')	text/css	etag:%22deca1-69625637-1b3a96ae25d7d811;gz%22	https://asean-university.com/wp-content/litespeed/css/e6ff9fcde7ec969caad900f2f8b5eea5.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/e6ff9fcde7ec969caad900f2f8b5eea5e001.css	(from https://asean-university.com/structure/)
12:22:47	61650/61650	---MCZ	200	added ('OK')	application/json	date:Wed,%2015%20Apr%202026%2019:22:46%20GMT	https://asean-university.com/wp-json/wp/v2/pages/1954	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/1954.json	(from https://asean-university.com/structure/)
12:22:48	2114/2114	---M-Z	200	added ('OK')	application/json	etag:%2269-1776280966;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fstructure%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embeda672.json	(from https://asean-university.com/structure/)
12:22:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Apr%202026%2019:22:46%20GMT	https://asean-university.com/?p=1954	C:/My%20Web%20Sites/uni/asean-university.com/index80d7.html	(from https://asean-university.com/structure/)
12:22:48	2274/2274	---M-Z	200	added ('OK')	text/xml	etag:%2270-1776280967;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fstructure%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embedcb72	(from https://asean-university.com/structure/)
12:22:48	1033654/1033654	---M-Z	200	added ('OK')	text/css	etag:%22fc5b6-69626475-c0c71ce57c567251;gz%22	https://asean-university.com/wp-content/litespeed/css/e41c6a681ae9593c3a6438142334865d.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/e41c6a681ae9593c3a6438142334865de001.css	(from https://asean-university.com/history/)
12:22:49	9215/9215	---MCZ	200	added ('OK')	application/json	date:Wed,%2015%20Apr%202026%2019:22:47%20GMT	https://asean-university.com/wp-json/wp/v2/pages/1980	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/1980.json	(from https://asean-university.com/history/)
12:22:49	2104/2104	---M-Z	200	added ('OK')	application/json	etag:%2271-1776280968;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fhistory%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embed4262.json	(from https://asean-university.com/history/)
12:22:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Apr%202026%2019:22:48%20GMT	https://asean-university.com/?p=1980	C:/My%20Web%20Sites/uni/asean-university.com/index76ee.html	(from https://asean-university.com/history/)
12:22:49	2264/2264	---M-Z	200	added ('OK')	text/xml	etag:%2272-1776280968;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fhistory%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embed964f	(from https://asean-university.com/history/)
12:22:49	850937/850937	---M-Z	200	added ('OK')	text/css	etag:%22cfbf9-69636b6a-28928ca9563402ff;gz%22	https://asean-university.com/wp-content/litespeed/css/6db68c735d2f5ba0a4158f85c166453d.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/6db68c735d2f5ba0a4158f85c166453de001.css	(from https://asean-university.com/contact-us/)
12:22:50	7194/7194	---M-Z	200	added ('OK')	application/json	date:Wed,%2015%20Apr%202026%2019:22:49%20GMT	https://asean-university.com/wp-json/wp/v2/pages/2213	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/2213.json	(from https://asean-university.com/contact-us/)
12:22:50	2119/2119	---M-Z	200	added ('OK')	application/json	etag:%2273-1776280969;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fcontact-us%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embed610b.json	(from https://asean-university.com/contact-us/)
12:22:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Apr%202026%2019:22:49%20GMT	https://asean-university.com/?p=2213	C:/My%20Web%20Sites/uni/asean-university.com/index97bf.html	(from https://asean-university.com/contact-us/)
12:22:51	2279/2279	---M-Z	200	added ('OK')	text/xml	etag:%2274-1776280969;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embedd284	(from https://asean-university.com/contact-us/)
12:22:51	1336374/1336374	---MCZ	200	added ('OK')	text/css	etag:%22146436-69627f57-d290a937c991c717;gz%22	https://asean-university.com/wp-content/litespeed/css/07692c9eca99182660be9f90ff1218f3.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/07692c9eca99182660be9f90ff1218f3e001.css	(from https://asean-university.com/pendaftaran-mahasiswa/)
12:22:51	706954/706954	---M-Z	200	added ('OK')	text/css	etag:%22ac98a-69629b70-2072de47ff43b728;gz%22	https://asean-university.com/wp-content/litespeed/css/df68bcfaccc13baf81c7adbcdec8b6d5.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/df68bcfaccc13baf81c7adbcdec8b6d5e001.css	(from https://asean-university.com/search-mahasiswa/)
12:22:51	825033/825033	---M-Z	200	added ('OK')	text/css	etag:%22c96c9-6962543b-6642d6a263bf48b2;gz%22	https://asean-university.com/wp-content/litespeed/css/4629241f82491641956bd3ac6641e4d0.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/4629241f82491641956bd3ac6641e4d0e001.css	(from https://asean-university.com/faculty/)
